borough,intersection,Number of Bike Accidents,lat_lon_list
BROOKLYN,CATON AVENUE & EAST 17 STREET,2,"[40.651, -73.96435]"
BROOKLYN,CATON AVENUE & EAST 17 STREET,2,"[40.651, -73.96436]"
MANHATTAN,2 AVENUE & EAST 69 STREET,2,"[40.76687, -73.95978]"
BROOKLYN,BUFFALO AVENUE & FULTON STREET,2,"[40.67903, -73.92459]"
BROOKLYN,BUFFALO AVENUE & FULTON STREET,2,"[40.67903, -73.9246]"
MANHATTAN,2 AVENUE & EAST 21 STREET,2,"[40.7366, -73.98184]"
MANHATTAN,11 AVENUE & WEST 21 STREET,2,"[40.74754, -74.00783]"
BROOKLYN,CATON AVENUE & EAST 4 STREET,2,"[40.64763, -73.97726]"
BROOKLYN,CATON AVENUE & EAST 4 STREET,2,"[40.64762, -73.97727]"
BROOKLYN,CLARENDON ROAD & EAST 37 STREET,2,"[40.64366, -73.94203]"
MANHATTAN,11 AVENUE & WEST 43 STREET,2,"[40.7615, -73.99783]"
BROOKLYN,CHESTNUT STREET & PITKIN AVENUE,2,"[40.67519, -73.87343]"
BROOKLYN,CLARKSON AVENUE & ROCKAWAY PARKWAY,2,"[40.66112, -73.92013]"
BROOKLYN,BROOKLYN AVENUE & CHURCH AVENUE,2,"[40.6511, -73.94381]"
MANHATTAN,LIBERTY STREET & SOUTH END AVENUE,2,"[40.71157, -74.01578]"
MANHATTAN,LIBERTY STREET & NASSAU STREET,2,"[40.70861, -74.00938]"
BROOKLYN,CENTRAL AVENUE & GEORGE STREET,2,"[40.70157, -73.93129]"
BROOKLYN,CENTRAL AVENUE & GEORGE STREET,2,"[40.70157, -73.9313]"
QUEENS,21 STREET & 36 AVENUE,2,"[40.75988, -73.93679]"
QUEENS,21 STREET & 36 AVENUE,2,"[40.75988, -73.9368]"
QUEENS,20 AVENUE & 20 STREET,2,"[40.78456, -73.91316]"
BROOKLYN,BUSHWICK AVENUE & HANCOCK STREET,2,"[40.68793, -73.91539]"
BROOKLYN,BROADWAY & RUTLEDGE STREET,2,"[40.70591, -73.95109]"
BROOKLYN,BROADWAY & RUTLEDGE STREET,2,"[40.70591, -73.9511]"
MANHATTAN,11 AVENUE & WEST 45 STREET,2,"[40.76275, -73.99691]"
QUEENS,19 STREET & 20 AVENUE,2,"[40.78503, -73.91381]"
QUEENS,19 STREET & 20 AVENUE,2,"[40.78503, -73.91382]"
MANHATTAN,2 AVENUE & EAST 123 STREET,2,"[40.80142, -73.93445]"
MANHATTAN,2 AVENUE & EAST 123 STREET,2,"[40.80142, -73.93446]"
BROOKLYN,BUSHWICK AVENUE & JEFFERSON STREET,2,"[40.69826, -73.93399]"
BROOKLYN,CLASSON AVENUE & STERLING PLACE,2,"[40.674, -73.9604]"
BROOKLYN,CHURCH AVENUE & RUGBY ROAD,2,"[40.64803, -73.96667]"
QUEENS,195 STREET & 99 AVENUE,2,"[40.7105, -73.76435]"
QUEENS,195 STREET & 99 AVENUE,2,"[40.7105, -73.76436]"
MANHATTAN,2 AVENUE & EAST 41 STREET,2,"[40.74916, -73.97269]"
MANHATTAN,2 AVENUE & EAST 41 STREET,2,"[40.74916, -73.9727]"
BROOKLYN,BROOKLYN AVENUE & PACIFIC STREET,2,"[40.67735, -73.94423]"
BROOKLYN,BROOKLYN AVENUE & PACIFIC STREET,2,"[40.67735, -73.94424]"
QUEENS,223 STREET & NORTHERN BOULEVARD,2,"[40.76199, -73.75848]"
MANHATTAN,2 AVENUE & EAST 56 STREET,2,"[40.75863, -73.96578]"
MANHATTAN,2 AVENUE & EAST 56 STREET,2,"[40.75863, -73.96579]"
QUEENS,21 AVENUE & 31 STREET,2,"[40.77796, -73.90847]"
QUEENS,218 STREET & HILLSIDE AVENUE,2,"[40.7285, -73.74686]"
MANHATTAN,EAST 132 STREET & PARK AVENUE,2,"[40.8095, -73.93581]"
BROOKLYN,BROADWAY & PATCHEN AVENUE,2,"[40.6929, -73.92804]"
BROOKLYN,BROADWAY & PATCHEN AVENUE,2,"[40.6929, -73.92806]"
BROOKLYN,CATON AVENUE & SAINT PAULS PLACE,2,"[40.65153, -73.96302]"
BROOKLYN,CATON AVENUE & SAINT PAULS PLACE,2,"[40.65153, -73.96303]"
BROOKLYN,CAMBRIDGE PLACE & FULTON STREET,2,"[40.68259, -73.96264]"
BROOKLYN,CAMBRIDGE PLACE & FULTON STREET,2,"[40.68259, -73.96262]"
QUEENS,228 STREET & MERRICK BOULEVARD,2,"[40.6767, -73.7422]"
QUEENS,228 STREET & MERRICK BOULEVARD,2,"[40.67669, -73.74221]"
MANHATTAN,2 AVENUE & EAST 62 STREET,2,"[40.76249, -73.96297]"
MANHATTAN,2 AVENUE & EAST 62 STREET,2,"[40.76249, -73.96298]"
MANHATTAN,MAC DOUGAL STREET & WEST 3 STREET,2,"[40.73043, -74.00013]"
BROOKLYN,CHAPEL STREET & JAY STREET,2,"[40.69728, -73.98704]"
BROOKLYN,CARROLL STREET & WASHINGTON AVENUE,2,"[40.66866, -73.962]"
BROOKLYN,CARROLL STREET & WASHINGTON AVENUE,2,"[40.66866, -73.96201]"
BROOKLYN,CARROLL STREET & ROGERS AVENUE,2,"[40.66733, -73.95352]"
BROOKLYN,CLARENDON ROAD & EAST 45 STREET,2,"[40.64414, -73.93441]"
BROOKLYN,CLARENDON ROAD & EAST 45 STREET,2,"[40.64413, -73.93442]"
BROOKLYN,CLARKSON AVENUE & FLATBUSH AVENUE,2,"[40.65484, -73.9597]"
BROOKLYN,CLASSON AVENUE & LEXINGTON AVENUE,2,"[40.68668, -73.95958]"
MANHATTAN,LENOX AVENUE & WEST 142 STREET,2,"[40.81851, -73.93765]"
BROOKLYN,CLARKSON AVENUE & EAST 96 STREET,2,"[40.6606, -73.92091]"
BROOKLYN,CLARKSON AVENUE & EAST 96 STREET,2,"[40.6606, -73.92092]"
BROOKLYN,BUSHWICK AVENUE & CHAUNCEY STREET,2,"[40.68408, -73.90863]"
BROOKLYN,CHURCH AVENUE & EAST 45 STREET,2,"[40.65151, -73.9352]"
BROOKLYN,CHURCH AVENUE & EAST 45 STREET,2,"[40.65151, -73.93521]"
MANHATTAN,2 AVENUE & EAST 118 STREET,2,"[40.79831, -73.93682]"
MANHATTAN,2 AVENUE & EAST 118 STREET,2,"[40.79831, -73.93683]"
BROOKLYN,CALDER PLACE & PROSPECT AVENUE,2,"[40.66213, -73.98722]"
BROOKLYN,CLASSON AVENUE & PACIFIC STREET,2,"[40.67905, -73.95857]"
BROOKLYN,CHURCH AVENUE & EAST 4 STREET,2,"[40.644, -73.97658]"
BROOKLYN,CHURCH AVENUE & EAST 4 STREET,2,"[40.644, -73.97659]"
MANHATTAN,2 AVENUE & EAST 121 STREET,2,"[40.80016, -73.93538]"
MANHATTAN,11 AVENUE & WEST 17 STREET,2,"[40.7447, -74.00835]"
MANHATTAN,11 AVENUE & WEST 17 STREET,2,"[40.74472, -74.00839]"
MANHATTAN,LENOX AVENUE & WEST 136 STREET,2,"[40.81477, -73.94037]"
MANHATTAN,LENOX AVENUE & WEST 136 STREET,2,"[40.81477, -73.94038]"
BROOKLYN,CENTRAL AVENUE & GATES AVENUE,2,"[40.69388, -73.91776]"
BROOKLYN,CENTRAL AVENUE & GATES AVENUE,2,"[40.69387, -73.91777]"
MANHATTAN,EAST 131 STREET & PARK AVENUE,2,"[40.80885, -73.93626]"
MANHATTAN,EAST 131 STREET & PARK AVENUE,2,"[40.80886, -73.93627]"
QUEENS,183 STREET & LIBERTY AVENUE,2,"[40.70537, -73.77582]"
BROOKLYN,NOLL STREET & WILSON AVENUE,2,"[40.70347, -73.93059]"
BROOKLYN,NOLL STREET & WILSON AVENUE,2,"[40.70347, -73.9306]"
QUEENS,111 AVENUE & FARMERS BOULEVARD,2,"[40.70174, -73.76544]"
QUEENS,111 AVENUE & FARMERS BOULEVARD,2,"[40.70174, -73.76545]"
BROOKLYN,HANCOCK STREET & NOSTRAND AVENUE,2,"[40.68254, -73.95001]"
BROOKLYN,HANCOCK STREET & NOSTRAND AVENUE,2,"[40.68254, -73.95002]"
BROOKLYN,HANCOCK STREET & RALPH AVENUE,2,"[40.68561, -73.92325]"
BROOKLYN,HANCOCK STREET & RALPH AVENUE,2,"[40.68561, -73.92326]"
QUEENS,111 AVENUE & 204 STREET,2,"[40.705, -73.75294]"
BROOKLYN,HANCOCK STREET & SUMNER AVENUE,2,"[40.68389, -73.93822]"
BROOKLYN,HANCOCK STREET & THROOP AVENUE,2,"[40.68357, -73.94106]"
BROOKLYN,HANCOCK STREET & TOMPKINS AVENUE,2,"[40.68324, -73.94389]"
BROOKLYN,HANSON PLACE & SOUTH ELLIOTT PLACE,2,"[40.68541, -73.97524]"
BROOKLYN,HANSON PLACE & SOUTH ELLIOTT PLACE,2,"[40.68541, -73.97525]"
BROOKLYN,HARRISON AVENUE & HEWES STREET,2,"[40.70611, -73.95379]"
BROOKLYN,HAMPTON AVENUE & WEST END AVENUE,2,"[40.57927, -73.95335]"
BROOKLYN,HARRISON AVENUE & LORIMER STREET,2,"[40.70272, -73.95002]"
BROOKLYN,HARRISON AVENUE & LYNCH STREET,2,"[40.70385, -73.95127]"
BROOKLYN,HARRISON AVENUE & LYNCH STREET,2,"[40.70385, -73.95128]"
BROOKLYN,HARRISON AVENUE & PENN STREET,2,"[40.70554, -73.95316]"
BROOKLYN,HARRISON AVENUE & UNION AVENUE,2,"[40.70294, -73.95025]"
BROOKLYN,HARRISON AVENUE & UNION AVENUE,2,"[40.70294, -73.95026]"
BROOKLYN,HARRISON AVENUE & WALLABOUT STREET,2,"[40.70159, -73.94875]"
BROOKLYN,NEWPORT STREET & WATKINS STREET,2,"[40.65989, -73.90535]"
BROOKLYN,NEWPORT STREET & WATKINS STREET,2,"[40.65989, -73.90536]"
BROOKLYN,HARRISON PLACE & KNICKERBOCKER AVENUE,2,"[40.70651, -73.9309]"
MANHATTAN,VARICK STREET & WATTS STREET,2,"[40.72375, -74.00612]"
QUEENS,111 AVENUE & LEFFERTS BOULEVARD,2,"[40.6805, -73.82136]"
QUEENS,111 AVENUE & LEFFERTS BOULEVARD,2,"[40.6805, -73.82137]"
QUEENS,111 STREET & 38 AVENUE,2,"[40.75319, -73.85667]"
BROOKLYN,NEWKIRK AVENUE & RUGBY ROAD,2,"[40.6351, -73.96422]"
BROOKLYN,NEWKIRK AVENUE & RUGBY ROAD,2,"[40.6351, -73.96423]"
MANHATTAN,SULLIVAN STREET & WEST HOUSTON STREET,2,"[40.72766, -74.00139]"
MANHATTAN,SULLIVAN STREET & WEST HOUSTON STREET,2,"[40.72766, -74.0014]"
BROOKLYN,GREENE AVENUE & LEWIS AVENUE,2,"[40.69009, -73.93647]"
BROOKLYN,GREENE AVENUE & LEWIS AVENUE,2,"[40.69009, -73.93648]"
BROOKLYN,GREENE AVENUE & REID AVENUE,2,"[40.69076, -73.93062]"
BROOKLYN,GREENE AVENUE & REID AVENUE,2,"[40.69076, -73.93063]"
MANHATTAN,ST NICHOLAS AVENUE & WEST 187 STREET,2,"[40.85306, -73.93099]"
MANHATTAN,STATE STREET & WHITEHALL STREET,2,"[40.70241, -74.01283]"
BROOKLYN,GREENE AVENUE & VANDERBILT AVENUE,2,"[40.6864, -73.96849]"
BROOKLYN,GREENE AVENUE & WYCKOFF AVENUE,2,"[40.70205, -73.9156]"
BROOKLYN,GREENPOINT AVENUE & HUMBOLDT STREET,2,"[40.73143, -73.9464]"
BROOKLYN,GREENPOINT AVENUE & HUMBOLDT STREET,2,"[40.73142, -73.94641]"
QUEENS,111 STREET & 53 AVENUE,2,"[40.74351, -73.85156]"
QUEENS,111 STREET & 46 AVENUE,2,"[40.74816, -73.85405]"
QUEENS,111 STREET & 46 AVENUE,2,"[40.74815, -73.85403]"
BROOKLYN,HALSEY STREET & SARATOGA AVENUE,2,"[40.6855, -73.9177]"
BROOKLYN,GROVE STREET & KNICKERBOCKER AVENUE,2,"[40.69768, -73.91637]"
BROOKLYN,GROVE STREET & MYRTLE AVENUE,2,"[40.69917, -73.91491]"
QUEENS,111 STREET & 45 AVENUE,2,"[40.74874, -73.85437]"
BROOKLYN,GROVE STREET & WYCKOFF AVENUE,2,"[40.70078, -73.91333]"
BROOKLYN,GROVE STREET & WYCKOFF AVENUE,2,"[40.70078, -73.91334]"
BROOKLYN,HALL STREET & WILLOUGHBY AVENUE,2,"[40.69187, -73.9656]"
BROOKLYN,HALSEY STREET & IRVING AVENUE,2,"[40.69456, -73.90655]"
BROOKLYN,HALSEY STREET & LEWIS AVENUE,2,"[40.6835, -73.93515]"
BROOKLYN,HALSEY STREET & LEWIS AVENUE,2,"[40.6835, -73.93516]"
BROOKLYN,HALSEY STREET & MARCY AVENUE,2,"[40.68218, -73.94658]"
BROOKLYN,NEWKIRK AVENUE & WESTMINSTER ROAD,2,"[40.63426, -73.96595]"
BROOKLYN,HART STREET & SAINT NICHOLAS AVENUE,2,"[40.70587, -73.91883]"
BROOKLYN,CLEVELAND STREET & NEW LOTS AVENUE,2,"[40.66647, -73.88251]"
BROOKLYN,NEPTUNE AVENUE & WEST 12 STREET,2,"[40.57944, -73.97961]"
BROOKLYN,NEPTUNE AVENUE & WEST 33 STREET,2,"[40.57724, -74.00003]"
BROOKLYN,NEPTUNE AVENUE & WEST 25 STREET,2,"[40.57811, -73.99262]"
BROOKLYN,NEPTUNE AVENUE & WEST 16 STREET,2,"[40.57905, -73.98415]"
BROOKLYN,NEPTUNE AVENUE & WEST 15 STREET,2,"[40.57916, -73.98309]"
BROOKLYN,HICKS STREET & NELSON STREET,2,"[40.678, -74.00415]"
BROOKLYN,HICKS STREET & WEST 9 STREET,2,"[40.67671, -74.00476]"
BROOKLYN,HICKS STREET & WEST 9 STREET,2,"[40.67671, -74.00477]"
BROOKLYN,HIGHLAND PLACE & JAMAICA AVENUE,2,"[40.68536, -73.8822]"
BROOKLYN,HIGHLAND PLACE & JAMAICA AVENUE,2,"[40.68536, -73.88221]"
QUEENS,108 STREET & ROCKAWAY BOULEVARD,2,"[40.67815, -73.83108]"
BROOKLYN,HIGHLAWN AVENUE & WEST 8 STREET,2,"[40.60326, -73.98076]"
BROOKLYN,NEPTUNE AVENUE & WEST 8 STREET,2,"[40.57983, -73.97621]"
BROOKLYN,NEPTUNE AVENUE & WEST 8 STREET,2,"[40.57983, -73.97622]"
BROOKLYN,HIMROD STREET & SAINT NICHOLAS AVENUE,2,"[40.70411, -73.91587]"
BROOKLYN,HIMROD STREET & WILSON AVENUE,2,"[40.69834, -73.92157]"
BROOKLYN,HIMROD STREET & WILSON AVENUE,2,"[40.69835, -73.92158]"
BROOKLYN,HINSDALE STREET & LINDEN BOULEVARD,2,"[40.65766, -73.89704]"
BROOKLYN,HINSDALE STREET & LINDEN BOULEVARD,2,"[40.65767, -73.89705]"
QUEENS,108 STREET & MARTENSE AVENUE,2,"[40.74209, -73.85432]"
QUEENS,108 STREET & ATLANTIC AVENUE,2,"[40.69136, -73.83754]"
QUEENS,108 STREET & ATLANTIC AVENUE,2,"[40.69136, -73.83755]"
BROOKLYN,HOOPER STREET & KENT AVENUE,2,"[40.701, -73.96318]"
BROOKLYN,HOOPER STREET & KENT AVENUE,2,"[40.701, -73.96319]"
BROOKLYN,NEPTUNE AVENUE & SHORE BOULEVARD,2,"[40.58311, -73.95414]"
BROOKLYN,NEPTUNE AVENUE & SHORE BOULEVARD,2,"[40.58311, -73.95416]"
BROOKLYN,HOOPER STREET & SOUTH 3 STREET,2,"[40.70897, -73.95283]"
QUEENS,109 AVENUE & 173 STREET,2,"[40.69845, -73.78188]"
BROOKLYN,NEVINS STREET & SCHERMERHORN STREET,2,"[40.68733, -73.98183]"
BROOKLYN,HART STREET & WILSON AVENUE,2,"[40.70005, -73.92459]"
BROOKLYN,HEMLOCK STREET & JAMAICA AVENUE,2,"[40.68992, -73.8726]"
BROOKLYN,HEMLOCK STREET & JAMAICA AVENUE,2,"[40.68992, -73.87261]"
BROOKLYN,HARWAY AVENUE & STILLWELL AVENUE,2,"[40.58726, -73.98347]"
BROOKLYN,NEWKIRK AVENUE & OCEAN AVENUE,2,"[40.63777, -73.95868]"
BROOKLYN,HAVEMEYER STREET & HOPE STREET,2,"[40.7134, -73.9564]"
BROOKLYN,HAVEMEYER STREET & HOPE STREET,2,"[40.7134, -73.95641]"
BROOKLYN,HAVEMEYER STREET & SOUTH 1 STREET,2,"[40.71224, -73.95714]"
BROOKLYN,HAVEMEYER STREET & SOUTH 1 STREET,2,"[40.71224, -73.95715]"
QUEENS,110 STREET & 37 AVENUE,2,"[40.75407, -73.85753]"
QUEENS,110 STREET & 37 AVENUE,2,"[40.75407, -73.85754]"
MANHATTAN,WADSWORTH AVENUE & WEST 181 STREET,2,"[40.84984, -73.93497]"
QUEENS,110 AVENUE & MERRICK BOULEVARD,2,"[40.696, -73.78277]"
BROOKLYN,HEGEMAN AVENUE & VAN SICLEN AVENUE,2,"[40.66201, -73.88681]"
BROOKLYN,NEW YORK AVENUE & PARK PLACE,2,"[40.67327, -73.9474]"
QUEENS,109 AVENUE & ROCKAWAY BOULEVARD,2,"[40.67885, -73.83411]"
BROOKLYN,HENDRIX STREET & PITKIN AVENUE,2,"[40.67285, -73.88942]"
BROOKLYN,NEW LOTS AVENUE & WILLIAMS AVENUE,2,"[40.66022, -73.89675]"
QUEENS,11 STREET & 44 AVENUE,2,"[40.74999, -73.94918]"
BROOKLYN,NEW LOTS AVENUE & VERMONT STREET,2,"[40.66256, -73.89145]"
BROOKLYN,NEW LOTS AVENUE & VERMONT STREET,2,"[40.66256, -73.89146]"
BROOKLYN,HENRY STREET & SACKETT STREET,2,"[40.68414, -73.9994]"
BROOKLYN,HENRY STREET & UNION STREET,2,"[40.68347, -73.99973]"
QUEENS,109 STREET & NORTHERN BOULEVARD,2,"[40.75784, -73.86046]"
QUEENS,109 STREET & NORTHERN BOULEVARD,2,"[40.75784, -73.86047]"
BROOKLYN,HERKIMER STREET & KINGSTON AVENUE,2,"[40.67918, -73.94128]"
BROOKLYN,GREEN STREET & MANHATTAN AVENUE,2,"[40.73374, -73.95484]"
BROOKLYN,GRAND STREET & VANDERVOORT AVENUE,2,"[40.7138, -73.93318]"
BROOKLYN,NOSTRAND AVENUE & PROSPECT PLACE,2,"[40.67431, -73.95008]"
BROOKLYN,NOSTRAND AVENUE & PROSPECT PLACE,2,"[40.67431, -73.95009]"
MANHATTAN,SAINT NICHOLAS AVENUE & WEST 180 STREET,2,"[40.84863, -73.93424]"
BROOKLYN,FRANKLIN AVENUE & WALLABOUT STREET,2,"[40.69941, -73.95902]"
BROOKLYN,FRANKLIN AVENUE & WILLOUGHBY AVENUE,2,"[40.69278, -73.95768]"
BROOKLYN,FRANKLIN AVENUE & WILLOUGHBY AVENUE,2,"[40.69278, -73.95769]"
BROOKLYN,PARK PLACE & UTICA AVENUE,2,"[40.67236, -73.93079]"
MANHATTAN,SAINT NICHOLAS AVENUE & WEST 179 STREET,2,"[40.848, -73.9347]"
BROOKLYN,FRANKLIN STREET & KENT STREET,2,"[40.73059, -73.95771]"
BROOKLYN,FRANKLIN STREET & KENT STREET,2,"[40.73059, -73.95772]"
BROOKLYN,PARK PLACE & SARATOGA AVENUE,2,"[40.67161, -73.91694]"
QUEENS,116 AVENUE & 205 STREET,2,"[40.69712, -73.74838]"
BROOKLYN,FROST STREET & HUMBOLDT STREET,2,"[40.71823, -73.94328]"
QUEENS,116 AVENUE & 197 STREET,2,"[40.69526, -73.75553]"
QUEENS,116 AVENUE & 197 STREET,2,"[40.69526, -73.75554]"
QUEENS,116 AVENUE & SUTPHIN BOULEVARD,2,"[40.68257, -73.79266]"
BROOKLYN,FULTON STREET & HALE AVENUE,2,"[40.68136, -73.88022]"
BROOKLYN,PARK PLACE & RALPH AVENUE,2,"[40.6719, -73.9223]"
BROOKLYN,PARK PLACE & RALPH AVENUE,2,"[40.6719, -73.92231]"
BROOKLYN,FULTON STREET & HEMLOCK STREET,2,"[40.68394, -73.87119]"
BROOKLYN,FULTON STREET & HEMLOCK STREET,2,"[40.68393, -73.87119]"
MANHATTAN,SAINT NICHOLAS AVENUE & WEST 181 STREET,2,"[40.84932, -73.93373]"
MANHATTAN,SAINT NICHOLAS AVENUE & WEST 181 STREET,2,"[40.84932, -73.93374]"
BROOKLYN,FULTON STREET & HUDSON AVENUE,2,"[40.68864, -73.98026]"
BROOKLYN,PARK AVENUE & TOMPKINS AVENUE,2,"[40.6979, -73.9468]"
BROOKLYN,PARK AVENUE & SPENCER STREET,2,"[40.69689, -73.95564]"
BROOKLYN,PARK AVENUE & SKILLMAN STREET,2,"[40.69668, -73.95753]"
MANHATTAN,SAINT NICHOLAS AVENUE & WEST 178 STREET,2,"[40.84736, -73.93518]"
BROOKLYN,PARKSIDE AVENUE & ROGERS AVENUE,2,"[40.65608, -73.95305]"
BROOKLYN,PARKSIDE AVENUE & ROGERS AVENUE,2,"[40.65608, -73.95306]"
QUEENS,112 STREET & JAMAICA AVENUE,2,"[40.6974, -73.8364]"
QUEENS,112 STREET & JAMAICA AVENUE,2,"[40.6974, -73.83641]"
BROOKLYN,FOUNTAIN AVENUE & LIBERTY AVENUE,2,"[40.67743, -73.8759]"
BROOKLYN,FOUNTAIN AVENUE & LIBERTY AVENUE,2,"[40.67743, -73.87591]"
MANHATTAN,SAINT NICHOLAS AVENUE & WEST 165 STREET,2,"[40.8385, -73.93984]"
BROOKLYN,FLUSHING AVENUE & WAVERLY AVENUE,2,"[40.69776, -73.96874]"
BROOKLYN,FLUSHING AVENUE & WILLIAMSBURG ST WEST,2,"[40.69804, -73.96284]"
BROOKLYN,FLUSHING AVENUE & WILSON AVENUE,2,"[40.70377, -73.93116]"
BROOKLYN,PENNSYLVANIA AVENUE & VANDALIA AVENUE,2,"[40.65077, -73.8848]"
BROOKLYN,PENNSYLVANIA AVENUE & VANDALIA AVENUE,2,"[40.65076, -73.88481]"
BROOKLYN,PENNSYLVANIA AVENUE & STANLEY AVENUE,2,"[40.65698, -73.88942]"
BROOKLYN,PENNSYLVANIA AVENUE & SCHROEDERS AVENUE,2,"[40.6476, -73.88148]"
BROOKLYN,FOSTER AVENUE & NEW YORK AVENUE,2,"[40.63879, -73.94538]"
BROOKLYN,FRANKLIN AVENUE & GATES AVENUE,2,"[40.68553, -73.95655]"
BROOKLYN,FRANKLIN AVENUE & GATES AVENUE,2,"[40.68553, -73.95656]"
MANHATTAN,SAINT NICHOLAS AVENUE & WEST 177 STREET,2,"[40.84673, -73.93562]"
BROOKLYN,FRANKLIN AVENUE & GREENE AVENUE,2,"[40.68773, -73.95699]"
BROOKLYN,FRANKLIN AVENUE & LEFFERTS PLACE,2,"[40.6802, -73.95549]"
QUEENS,116 STREET & JAMAICA AVENUE,2,"[40.6991, -73.83332]"
BROOKLYN,FRANKLIN AVENUE & MONTGOMERY STREET,2,"[40.66626, -73.95956]"
BROOKLYN,FRANKLIN AVENUE & MYRTLE AVENUE,2,"[40.69436, -73.958]"
BROOKLYN,PATCHEN AVENUE & SUMPTER STREET,2,"[40.67939, -73.92534]"
BROOKLYN,PATCHEN AVENUE & SUMPTER STREET,2,"[40.67939, -73.92535]"
QUEENS,116 STREET & ATLANTIC AVENUE,2,"[40.69335, -73.83053]"
BROOKLYN,FRANKLIN AVENUE & PARK PLACE,2,"[40.67417, -73.95671]"
BROOKLYN,FULTON STREET & NEW YORK AVENUE,2,"[40.68024, -73.94675]"
QUEENS,115 STREET & NORTH CONDUIT AVENUE,2,"[40.66613, -73.82614]"
BROOKLYN,FULTON STREET & ROCHESTER AVENUE,2,"[40.67918, -73.92736]"
BROOKLYN,GOLD STREET & WILLOUGHBY STREET,2,"[40.69209, -73.9834]"
BROOKLYN,GOLD STREET & WILLOUGHBY STREET,2,"[40.69208, -73.98341]"
MANHATTAN,SHERMAN AVENUE & WEST 204 STREET,2,"[40.8651, -73.92188]"
MANHATTAN,SHERMAN AVENUE & WEST 204 STREET,2,"[40.8651, -73.92189]"
BROOKLYN,GLENWOOD ROAD & KINGS HIGHWAY,2,"[40.63526, -73.92745]"
MANHATTAN,SHERMAN AVENUE & WEST 207 STREET,2,"[40.8658, -73.92]"
MANHATTAN,SHERMAN AVENUE & WEST 207 STREET,2,"[40.86579, -73.92001]"
BROOKLYN,GLENWOOD ROAD & NEW YORK AVENUE,2,"[40.63418, -73.94488]"
BROOKLYN,GLENWOOD ROAD & OCEAN AVENUE,2,"[40.6329, -73.95775]"
BROOKLYN,GLENWOOD ROAD & OCEAN AVENUE,2,"[40.6329, -73.95776]"
BROOKLYN,NOSTRAND AVENUE & VOORHIES AVENUE,2,"[40.58731, -73.93938]"
BROOKLYN,GLENWOOD ROAD & REMSEN AVENUE,2,"[40.64173, -73.90764]"
BROOKLYN,GLENWOOD ROAD & REMSEN AVENUE,2,"[40.64173, -73.90765]"
BROOKLYN,GLENWOOD ROAD & UTICA AVENUE,2,"[40.63519, -73.92861]"
BROOKLYN,GLENWOOD ROAD & UTICA AVENUE,2,"[40.63518, -73.92862]"
QUEENS,113 STREET & 34 AVENUE,2,"[40.75707, -73.85604]"
QUEENS,113 STREET & 34 AVENUE,2,"[40.75707, -73.85602]"
BROOKLYN,FULTON STREET & ROCKWELL PLACE,2,"[40.68826, -73.97928]"
BROOKLYN,FULTON STREET & ROCKWELL PLACE,2,"[40.68825, -73.97929]"
MANHATTAN,SOUTH STREET & WHITEHALL STREET,2,"[40.70151, -74.01255]"
MANHATTAN,SOUTH STREET & WHITEHALL STREET,2,"[40.70148, -74.01255]"
BROOKLYN,NOSTRAND AVENUE & STERLING PLACE,2,"[40.67253, -73.95025]"
BROOKLYN,NOSTRAND AVENUE & STERLING PLACE,2,"[40.67253, -73.95026]"
MANHATTAN,SPRING STREET & SULLIVAN STREET,2,"[40.72525, -74.00338]"
MANHATTAN,SPRING STREET & SULLIVAN STREET,2,"[40.72525, -74.00339]"
BROOKLYN,GRAHAM AVENUE & JOHNSON AVENUE,2,"[40.7066, -73.94309]"
BROOKLYN,GRAHAM AVENUE & MC KIBBIN STREET,2,"[40.70518, -73.94286]"
BROOKLYN,GRAHAM AVENUE & RICHARDSON STREET,2,"[40.71878, -73.94508]"
BROOKLYN,GRAND AVENUE & MYRTLE AVENUE,2,"[40.69363, -73.96405]"
BROOKLYN,GRAND AVENUE & MYRTLE AVENUE,2,"[40.69363, -73.96406]"
BROOKLYN,GRAND AVENUE & PACIFIC STREET,2,"[40.6797, -73.96168]"
BROOKLYN,GRAND AVENUE & PACIFIC STREET,2,"[40.6797, -73.96169]"
BROOKLYN,GLENMORE AVENUE & SHEFFIELD AVENUE,2,"[40.67302, -73.89718]"
BROOKLYN,GLENMORE AVENUE & POWELL STREET,2,"[40.67192, -73.90452]"
BROOKLYN,GLENMORE AVENUE & POWELL STREET,2,"[40.67193, -73.90453]"
BROOKLYN,GLENMORE AVENUE & PENNSYLVANIA AVENUE,2,"[40.67315, -73.89619]"
BROOKLYN,GLENMORE AVENUE & MILLER AVENUE,2,"[40.67385, -73.89155]"
MANHATTAN,SAINT NICHOLAS AVENUE & WEST 182 STREET,2,"[40.84989, -73.93331]"
QUEENS,115 AVENUE & NASHVILLE BOULEVARD,2,"[40.70083, -73.7428]"
QUEENS,115 AVENUE & NASHVILLE BOULEVARD,2,"[40.70083, -73.74281]"
BROOKLYN,FULTON STREET & STUYVESANT AVENUE,2,"[40.67937, -73.93133]"
BROOKLYN,PACIFIC STREET & UNDERHILL AVENUE,2,"[40.68035, -73.96479]"
BROOKLYN,PACIFIC STREET & UNDERHILL AVENUE,2,"[40.68035, -73.9648]"
BROOKLYN,FULTON STREET & VERMONT STREET,2,"[40.6775, -73.89532]"
BROOKLYN,PACIFIC STREET & SCHENECTADY AVENUE,2,"[40.67675, -73.93315]"
